system_id,image_id,file,first_author,year,source_journal,publisher,open_access,arxiv,bibcode,license_class,restrictive_venue,permission_status
ar-puppis,ar-puppis_zimpol2019,images/ar-puppis/ar-puppis_zimpol2019.png,Ertel,2019,"AJ 157, 110",AAS/IOP,green-oa,1901.04109,2019AJ....157..110E,arxiv-preprint-figure,,not-needed
as-205,as-205_dsharp,images/as-205/as-205_dsharp.png,Andrews,2018,"ApJL 869, L41",AAS/IOP,green-oa,1812.04040,2018ApJ...869L..41A,arxiv-preprint-figure,,not-needed
as-205,as-205_alice-f110w,images/as-205/as-205_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
as-205,as-205_sphere2022,images/as-205/as-205_sphere2022.png,Weber,2023,"MNRAS 518, 5620",OUP,hybrid,2211.14322,2023MNRAS.518.5620W,arxiv-preprint-figure,,not-needed
as-205,as-205_alma-band3-2026,images/as-205/as-205_alma-band3-2026.png,Phuong,2026,ApJ,AAS/IOP,green-oa,2601.16202,2026ApJ...999...76P,arxiv-preprint-figure,,not-needed
as-209,as-209_dsharp,images/as-209/as-209_dsharp.png,Andrews,2018,"ApJL 869, L41",AAS/IOP,green-oa,1812.04040,2018ApJ...869L..41A,arxiv-preprint-figure,,not-needed
as-209,as-209_dartts-s,images/as-209/as-209_dartts-s.png,Avenhaus,2018,"ApJ 863, 44",AAS/IOP,green-oa,1803.10882,2018ApJ...863...44A,arxiv-preprint-figure,,not-needed
as-209,as-209_sma2012,images/as-209/as-209_sma2012.png,Perez,2012,ApJL,AAS/IOP,green-oa,1210.5252,2012ApJ...760L..17P,arxiv-preprint-figure,,not-needed
as-209,as-209_alma-maps2021,images/as-209/as-209_alma-maps2021.png,Oberg,2021,"ApJS, 257, 1",AAS/IOP,green-oa,2109.06268,2021ApJS..257....1O,arxiv-preprint-figure,,not-needed
as-209,as-209_eris2025,images/as-209/as-209_eris2025.png,Maio,2025,Astronomy & Astrophysics,EDP Sciences,hybrid,2504.19810,2025A&A...698A..52M,arxiv-preprint-figure,,not-needed
as-209,as-209_alma_polarization,images/as-209/as-209_alma_polarization.png,Mori,2019,ApJ,AAS/IOP,green-oa,1907.10229,2019ApJ...883...16M,arxiv-preprint-figure,,not-needed
as-218,as-218_destinys,images/as-218/as-218_destinys.png,Garufi,2026,"A&A, in press",EDP Sciences,hybrid,2603.01703,2026A&A...709A.269G,arxiv-preprint-figure,,not-needed
at-pyx,at-pyx_sphere2021,images/at-pyx/at-pyx_sphere2021.png,Ginski,2021,A&A,EDP Sciences,hybrid,2111.11077,2022A&A...662A..74G,arxiv-preprint-figure,,not-needed
at-pyx,at-pyx_alma,images/at-pyx/at-pyx_alma.png,McLachlan,2026,A&A (in press),EDP Sciences,hybrid,2602.19755,2026A&A...707A.379M,arxiv-preprint-figure,,not-needed
at-pyx,at-pyx_sphere2024,images/at-pyx/at-pyx_sphere2024.png,McLachlan,2026,A&A (in press),EDP Sciences,hybrid,2602.19755,2026A&A...707A.379M,arxiv-preprint-figure,,not-needed
au-mic,au-mic_reasons,images/au-mic/au-mic_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
au-mic,au-mic_gpies-debris,images/au-mic/au-mic_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
au-mic,au-mic_alma2013,images/au-mic/au-mic_alma2013.png,MacGregor,2013,"ApJL 762, L21",AAS/IOP,green-oa,1211.5148,2013ApJ...762L..21M,arxiv-preprint-figure,,not-needed
au-mic,au-mic_acs2005,images/au-mic/au-mic_acs2005.png,Krist,2005,"AJ 129, 1008",AAS/IOP,green-oa,astro-ph/0410466,2005AJ....129.1008K,arxiv-preprint-figure,,not-needed
au-mic,au-mic_sphere2015,images/au-mic/au-mic_sphere2015.png,Boccaletti,2015,"Nature 526, 230",Springer Nature,restrictive,,2015Natur.526..230B,publisher-pdf,Y,not-needed
au-mic,au-mic_stis-schneider14,images/au-mic/au-mic_stis-schneider14.png,Schneider,2014,"AJ 148, 59",AAS/IOP,green-oa,1406.7303,2014AJ....148...59S,arxiv-preprint-figure,,not-needed
au-mic,au-mic_arks,images/au-mic/au-mic_arks.png,Marino,2026,A&A,EDP Sciences,hybrid,2601.11708,2026A&A...705A.195M,arxiv-preprint-figure,,not-needed
au-mic,au-mic_gpies-debris-toti,images/au-mic/au-mic_gpies-debris-toti.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
au-mic,au-mic_nicmos-ren2023,images/au-mic/au-mic_nicmos-ren2023.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
au-mic,au-mic_sphere-debris-2025,images/au-mic/au-mic_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
au-mic,au-mic_stis-ren,images/au-mic/au-mic_stis-ren.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
au-mic,au-mic_kalas2004,images/au-mic/au-mic_kalas2004.png,Kalas,2004,"Science 303, 1990",AAAS,restrictive,astro-ph/0403132,2004Sci...303.1990K,arxiv-preprint-figure,Y,not-needed
au-mic,au-mic_keck2004,images/au-mic/au-mic_keck2004.png,Liu,2004,"Science 305, 1442",AAAS,restrictive,astro-ph/0408164,2004Sci...305.1442L,arxiv-preprint-figure,Y,not-needed
au-mic,au-mic_alice-f160w,images/au-mic/au-mic_alice-f160w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
au-mic,au-mic_jwst-nircam,images/au-mic/au-mic_jwst-nircam.png,Lawson,2023,"AJ 166, 150",AAS/IOP,green-oa,2308.02486,2023AJ....166..150L,arxiv-preprint-figure,,not-needed
au-mic,au-mic_herschel2016,images/au-mic/au-mic_herschel2016.png,Matthews,2016,"ApJ 811, 100",AAS/IOP,green-oa,1509.06415,2015ApJ...811..100M,arxiv-preprint-figure,,not-needed
au-mic,au-mic_sphere-rdi-xie22,images/au-mic/au-mic_sphere-rdi-xie22.png,Xie,2022,"A&A 666, A32",EDP Sciences,hybrid,2208.07915,2022A&A...666A..32X,arxiv-preprint-figure,,not-needed
au-mic,au-mic_sma13mm,images/au-mic/au-mic_sma13mm.png,Wilner,2012,ApJL,AAS/IOP,green-oa,1203.1896,2012ApJ...749L..27W,arxiv-preprint-figure,,not-needed
b335,b335_edisk,images/b335/b335_edisk.png,Ohashi,2023,"ApJ 951, 8",AAS/IOP,green-oa,2306.15406,2023ApJ...951....8O,arxiv-preprint-figure,,not-needed
bd-20-951,bd-20-951_sphere-debris-2025,images/bd-20-951/bd-20-951_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
bd45598,bd45598_charis2024,images/bd45598/bd45598_charis2024.png,Vincent,2024,"AJ 168, 6",AAS/IOP,green-oa,2405.04521,2024AJ....168....6V,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_reasons,images/beta-pic/beta-pic_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_gpies-debris,images/beta-pic/beta-pic_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_alma2014,images/beta-pic/beta-pic_alma2014.png,Dent,2014,"Science 343, 1490",AAAS,restrictive,1404.1380,2014Sci...343.1490D,arxiv-preprint-figure,Y,not-needed
beta-pic,beta-pic_gpi2015,images/beta-pic/beta-pic_gpi2015.png,Millar-Blanchaer,2015,"ApJ 811, 18",AAS/IOP,green-oa,1508.04787,2015ApJ...811...18M,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_naco2010,images/beta-pic/beta-pic_naco2010.png,Lagrange,2010,"Science 329, 57",AAAS,restrictive,1006.3314,2010Sci...329...57L,arxiv-preprint-figure,Y,not-needed
beta-pic,beta-pic_arks,images/beta-pic/beta-pic_arks.png,Marino,2026,A&A,EDP Sciences,hybrid,2601.11708,2026A&A...705A.195M,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_gpies-debris-toti,images/beta-pic/beta-pic_gpies-debris-toti.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_nicmos-ren2023,images/beta-pic/beta-pic_nicmos-ren2023.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_sphere-debris-2025,images/beta-pic/beta-pic_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_stis-ren,images/beta-pic/beta-pic_stis-ren.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_smith1984,images/beta-pic/beta-pic_smith1984.png,Smith,1984,"Science 226, 1421",AAAS,restrictive,,1984Sci...226.1421S,publisher-pdf,Y,not-needed
beta-pic,beta-pic_kalas1995,images/beta-pic/beta-pic_kalas1995.png,Kalas,1995,"AJ 110, 794",AAS/IOP,green-oa,,1995AJ....110..794K,publisher-pdf,,not-needed
beta-pic,beta-pic_gravity2020,images/beta-pic/beta-pic_gravity2020.png,GRAVITY Collaboration,2020,"A&A 633, A110",EDP Sciences,hybrid,1912.04651,2020A&A...633A.110G,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_gravity2020c,images/beta-pic/beta-pic_gravity2020c.png,Nowak,2020,"A&A 642, L2",EDP Sciences,hybrid,2010.04442,2020A&A...642L...2N,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_alice-f160w,images/beta-pic/beta-pic_alice-f160w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
beta-pic,beta-pic_jwst-nircam-f182m,images/beta-pic/beta-pic_jwst-nircam-f182m.png,Rebollido,2024,"AJ 167, 69",AAS/IOP,green-oa,2401.05271,2024AJ....167...69R,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_jwst-nircam-f210m,images/beta-pic/beta-pic_jwst-nircam-f210m.png,Rebollido,2024,"AJ 167, 69",AAS/IOP,green-oa,2401.05271,2024AJ....167...69R,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_jwst-nircam-f250m,images/beta-pic/beta-pic_jwst-nircam-f250m.png,Rebollido,2024,"AJ 167, 69",AAS/IOP,green-oa,2401.05271,2024AJ....167...69R,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_jwst-nircam-f300m,images/beta-pic/beta-pic_jwst-nircam-f300m.png,Rebollido,2024,"AJ 167, 69",AAS/IOP,green-oa,2401.05271,2024AJ....167...69R,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_jwst-nircam-f335m,images/beta-pic/beta-pic_jwst-nircam-f335m.png,Rebollido,2024,"AJ 167, 69",AAS/IOP,green-oa,2401.05271,2024AJ....167...69R,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_jwst-nircam-f444w,images/beta-pic/beta-pic_jwst-nircam-f444w.png,Rebollido,2024,"AJ 167, 69",AAS/IOP,green-oa,2401.05271,2024AJ....167...69R,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_jwst-miri,images/beta-pic/beta-pic_jwst-miri.png,Rebollido,2024,"AJ 167, 69",AAS/IOP,green-oa,2401.05271,2024AJ....167...69R,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_acs2006_b,images/beta-pic/beta-pic_acs2006_b.png,Golimowski,2006,"AJ 131, 3109",AAS/IOP,green-oa,astro-ph/0602292,2006AJ....131.3109G,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_acs2006_v,images/beta-pic/beta-pic_acs2006_v.png,Golimowski,2006,"AJ 131, 3109",AAS/IOP,green-oa,astro-ph/0602292,2006AJ....131.3109G,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_acs2006_i,images/beta-pic/beta-pic_acs2006_i.png,Golimowski,2006,"AJ 131, 3109",AAS/IOP,green-oa,astro-ph/0602292,2006AJ....131.3109G,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_planetd2026-eris-lp,images/beta-pic/beta-pic_planetd2026-eris-lp.png,Sutlieff,2026,arXiv e-print,arXiv preprint,preprint,2606.23801,2026arXiv260623801S,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_planetd2026-nircam-f410m,images/beta-pic/beta-pic_planetd2026-nircam-f410m.png,Sutlieff,2026,arXiv e-print,arXiv preprint,preprint,2606.23801,2026arXiv260623801S,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_planetd2026-nircam-f444w,images/beta-pic/beta-pic_planetd2026-nircam-f444w.png,Sutlieff,2026,arXiv e-print,arXiv preprint,preprint,2606.23801,2026arXiv260623801S,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_planetd2026-sphere-h23,images/beta-pic/beta-pic_planetd2026-sphere-h23.png,Sutlieff,2026,arXiv e-print,arXiv preprint,preprint,2606.23801,2026arXiv260623801S,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_planetd2026-sphere-k12,images/beta-pic/beta-pic_planetd2026-sphere-k12.png,Sutlieff,2026,arXiv e-print,arXiv preprint,preprint,2606.23801,2026arXiv260623801S,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_planetd-jwst2026,images/beta-pic/beta-pic_planetd-jwst2026.png,Gibbs,2026,arXiv e-print,arXiv preprint,preprint,2606.23789,2026arXiv260623789G,arxiv-preprint-figure,,not-needed
beta-pic,beta-pic_magao-clio2015,images/beta-pic/beta-pic_magao-clio2015.png,Morzinski,2015,"ApJ 815, 108",AAS/IOP,green-oa,1511.02894,2015ApJ...815..108M,arxiv-preprint-figure,,not-needed
bhr71-irs1,bhr71-irs1_edisk,images/bhr71-irs1/bhr71-irs1_edisk.png,Ohashi,2023,"ApJ 951, 8",AAS/IOP,green-oa,2306.15406,2023ApJ...951....8O,arxiv-preprint-figure,,not-needed
bhr71-irs2,bhr71-irs2_edisk,images/bhr71-irs2/bhr71-irs2_edisk.png,Ohashi,2023,"ApJ 951, 8",AAS/IOP,green-oa,2306.15406,2023ApJ...951....8O,arxiv-preprint-figure,,not-needed
bn-cra,bn-cra_destinys-cra,images/bn-cra/bn-cra_destinys-cra.png,Columba,2026,"A&A 706, A16",EDP Sciences,hybrid,2511.01717,2026A&A...706A..16C,arxiv-preprint-figure,,not-needed
bp-tau,bp-tau_taurus-long2019,images/bp-tau/bp-tau_taurus-long2019.png,Long,2019,"ApJ 882, 49",AAS/IOP,green-oa,1906.10809,2019ApJ...882...49L,arxiv-preprint-figure,,not-needed
bp-tau,bp-tau_sphere-taurus,images/bp-tau/bp-tau_sphere-taurus.png,Garufi,2024,"A&A 685, A53",EDP Sciences,hybrid,2403.02158,2024A&A...685A..53G,arxiv-preprint-figure,,not-needed
bp-tau,bp-tau_alice-f110w,images/bp-tau/bp-tau_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
brun-252,brun-252_destinys-orion,images/brun-252/brun-252_destinys-orion.png,Valegard,2024,"A&A 685, A54",EDP Sciences,hybrid,2403.02156,2024A&A...685A..54V,arxiv-preprint-figure,,not-needed
cb-26,cb-26_pdbi1p3mm,images/cb-26/cb-26_pdbi1p3mm.png,Zhang,2021,A&A,EDP Sciences,hybrid,2012.08127,2021A&A...646A..18Z,arxiv-preprint-figure,,not-needed
cd-35-2722,cd-35-2722_nici2011,images/cd-35-2722/cd-35-2722_nici2011.png,Wahhaj,2011,"ApJ 729, 139",AAS/IOP,green-oa,1101.2893,2011ApJ...729..139W,arxiv-preprint-figure,,not-needed
ced110-irs4,ced110-irs4_edisk,images/ced110-irs4/ced110-irs4_edisk.png,Ohashi,2023,"ApJ 951, 8",AAS/IOP,green-oa,2306.15406,2023ApJ...951....8O,arxiv-preprint-figure,,not-needed
cep-a-hw2,cep-a-hw2_noema2026,images/cep-a-hw2/cep-a-hw2_noema2026.png,Beuther,2026,A&A,EDP Sciences,hybrid,2606.31746,2026arXiv260631746B,arxiv-preprint-figure,,not-needed
chx-22,chx-22_sphere-chami,images/chx-22/chx-22_sphere-chami.png,Ginski,2024,"A&A 685, A52",EDP Sciences,hybrid,2403.02149,2024A&A...685A..52G,arxiv-preprint-figure,,not-needed
ci-tau,ci-tau_taurus-long2018,images/ci-tau/ci-tau_taurus-long2018.png,Long,2018,"ApJ 869, 17",AAS/IOP,green-oa,1810.06044,2018ApJ...869...17L,arxiv-preprint-figure,,not-needed
ci-tau,ci-tau_sphere-taurus,images/ci-tau/ci-tau_sphere-taurus.png,Garufi,2024,"A&A 685, A53",EDP Sciences,hybrid,2403.02158,2024A&A...685A..53G,arxiv-preprint-figure,,not-needed
ci-tau,ci-tau_alice-f110w,images/ci-tau/ci-tau_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
ci-tau,ci-tau_sphere-ks-qphi,images/ci-tau/ci-tau_sphere-ks-qphi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
cida-9,cida-9_taurus-long2018,images/cida-9/cida-9_taurus-long2018.png,Long,2018,"ApJ 869, 17",AAS/IOP,green-oa,1810.06044,2018ApJ...869...17L,arxiv-preprint-figure,,not-needed
cida-9,cida-9_alma2023-b3,images/cida-9/cida-9_alma2023-b3.png,Daniel Harsono,2023,The Astrophysical Journal,AAS/IOP,green-oa,2310.11007,2024ApJ...961...28H,arxiv-preprint-figure,,not-needed
cm-cha,cm-cha_destinys,images/cm-cha/cm-cha_destinys.png,Garufi,2026,"A&A, in press",EDP Sciences,hybrid,2603.01703,2026A&A...709A.269G,arxiv-preprint-figure,,not-needed
coconuts-1,coconuts-1_discovery2020,images/coconuts-1/coconuts-1_discovery2020.png,Zhang,2020,"ApJ 891, 171",AAS/IOP,green-oa,2002.05723,2020ApJ...891..171Z,arxiv-preprint-figure,,not-needed
coconuts-2,coconuts-2_discovery2021,images/coconuts-2/coconuts-2_discovery2021.png,Zhang,2021,"ApJL 916, L11",AAS/IOP,green-oa,2107.02805,2021ApJ...916L..11Z,arxiv-preprint-figure,,not-needed
coku-tau-1,coku-tau-1_nicmos1999,images/coku-tau-1/coku-tau-1_nicmos1999.png,Padgett,1999,"AJ 117, 1490",AAS/IOP,green-oa,astro-ph/9902101,1999AJ....117.1490P,arxiv-preprint-figure,,not-needed
cp-72-2713,cp-72-2713_alma2020,images/cp-72-2713/cp-72-2713_alma2020.png,Moor,2020,AJ,AAS/IOP,green-oa,2005.00861,2020AJ....159..288M,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_exoalma,images/cq-tau/cq-tau_exoalma.png,Curone,2025,ApJL (exoALMA special issue),AAS/IOP,green-oa,2504.18725,2025ApJ...984L...9C,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_sphere-taurus,images/cq-tau/cq-tau_sphere-taurus.png,Garufi,2024,"A&A 685, A53",EDP Sciences,hybrid,2403.02158,2024A&A...685A..53G,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_sphere-ks-rdi,images/cq-tau/cq-tau_sphere-ks-rdi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_gravity2022-shadow,images/cq-tau/cq-tau_gravity2022-shadow.png,Bohn,2022,"A&A 658, A183",EDP Sciences,hybrid,2112.00123,2022A&A...658A.183B,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_alice-f110w,images/cq-tau/cq-tau_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
cq-tau,cq-tau_keck-vortex-2024,images/cq-tau/cq-tau_keck-vortex-2024.png,Wallack,2024,"AJ 168, 78",AAS/IOP,green-oa,2408.04048,2024AJ....168...78W,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_hiciao2020,images/cq-tau/cq-tau_hiciao2020.png,Uyama,2020,The Astronomical Journal,AAS/IOP,green-oa,1910.07605,2020AJ....159..118U,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_sma-0.87mm2011,images/cq-tau/cq-tau_sma-0.87mm2011.png,Banzatti,2011,Astronomy & Astrophysics,EDP Sciences,hybrid,1009.2697,2011A&A...525A..12B,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_pdbi-1.3mm2011,images/cq-tau/cq-tau_pdbi-1.3mm2011.png,Banzatti,2011,Astronomy & Astrophysics,EDP Sciences,hybrid,1009.2697,2011A&A...525A..12B,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_pdbi-2.7mm2011,images/cq-tau/cq-tau_pdbi-2.7mm2011.png,Banzatti,2011,Astronomy & Astrophysics,EDP Sciences,hybrid,1009.2697,2011A&A...525A..12B,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_testi-7mm2011,images/cq-tau/cq-tau_testi-7mm2011.png,Banzatti,2011,Astronomy & Astrophysics,EDP Sciences,hybrid,1009.2697,2011A&A...525A..12B,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_vla-1.3cm2011,images/cq-tau/cq-tau_vla-1.3cm2011.png,Banzatti,2011,Astronomy & Astrophysics,EDP Sciences,hybrid,1009.2697,2011A&A...525A..12B,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_vla-3.6cm2011,images/cq-tau/cq-tau_vla-3.6cm2011.png,Banzatti,2011,Astronomy & Astrophysics,EDP Sciences,hybrid,1009.2697,2011A&A...525A..12B,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_sphere-ks-qphi,images/cq-tau/cq-tau_sphere-ks-qphi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_exoalma-co,images/cq-tau/cq-tau_exoalma-co.png,Teague,2025,ApJL (exoALMA Focus Issue),AAS/IOP,green-oa,2504.18688,2025ApJ...984L...6T,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_dsp-spiral2021,images/cq-tau/cq-tau_dsp-spiral2021.png,Safonov,2021,arXiv:2111.02726,arXiv preprint,preprint,2111.02726,2022AJ....163...31S,arxiv-preprint-figure,,not-needed
cq-tau,cq-tau_stis-grady2005,images/cq-tau/cq-tau_stis-grady2005.png,Grady,2005,"ApJ 630, 958",AAS/IOP,green-oa,,2005ApJ...630..958G,publisher-pdf,,not-needed
cr-cha,cr-cha_sphere-chami,images/cr-cha/cr-cha_sphere-chami.png,Ginski,2024,"A&A 685, A52",EDP Sciences,hybrid,2403.02149,2024A&A...685A..52G,arxiv-preprint-figure,,not-needed
cr-cha,cr-cha_naco-pippin,images/cr-cha/cr-cha_naco-pippin.png,de Regt,2024,"A&A 684, A73",EDP Sciences,hybrid,2404.02222,2024A&A...684A..73D,arxiv-preprint-figure,,not-needed
cs-cha,cs-cha_sphere-chami,images/cs-cha/cs-cha_sphere-chami.png,Ginski,2024,"A&A 685, A52",EDP Sciences,hybrid,2403.02149,2024A&A...685A..52G,arxiv-preprint-figure,,not-needed
cs-cha,cs-cha_magao2022,images/cs-cha/cs-cha_magao2022.png,Follette,2023,AJ,AAS/IOP,green-oa,2211.02109,2023AJ....165..225F,arxiv-preprint-figure,,not-needed
cs-cha,cs-cha_sphere-ginski2018,images/cs-cha/cs-cha_sphere-ginski2018.png,Ginski,2018,"A&A 616, A79",EDP Sciences,hybrid,1805.02261,2018A&A...616A..79G,arxiv-preprint-figure,,not-needed
ct-cha,ct-cha_naco2008,images/ct-cha/ct-cha_naco2008.png,Schmidt,2008,"A&A 491, 311",EDP Sciences,hybrid,0809.2812,2008A&A...491..311S,arxiv-preprint-figure,,not-needed
ct-cha,ct-cha_sphere-chami,images/ct-cha/ct-cha_sphere-chami.png,Ginski,2024,"A&A 685, A52",EDP Sciences,hybrid,2403.02149,2024A&A...685A..52G,arxiv-preprint-figure,,not-needed
ct-cha,ct-cha_mrs2025,images/ct-cha/ct-cha_mrs2025.png,Cugno,2025,ApJL (accepted),AAS/IOP,green-oa,2509.15209,2025ApJ...991L..46C,arxiv-preprint-figure,,not-needed
cv-cha,cv-cha_sphere-chami,images/cv-cha/cv-cha_sphere-chami.png,Ginski,2024,"A&A 685, A52",EDP Sciences,hybrid,2403.02149,2024A&A...685A..52G,arxiv-preprint-figure,,not-needed
cvso-30,cvso-30_naco2016,images/cvso-30/cvso-30_naco2016.png,Schmidt,2016,"A&A 593, A75",EDP Sciences,hybrid,1605.05315,2016A&A...593A..75S,arxiv-preprint-figure,,not-needed
cw-tau,cw-tau_sphere-taurus,images/cw-tau/cw-tau_sphere-taurus.png,Garufi,2024,"A&A 685, A53",EDP Sciences,hybrid,2403.02158,2024A&A...685A..53G,arxiv-preprint-figure,,not-needed
cw-tau,cw-tau_alma2022,images/cw-tau/cw-tau_alma2022.png,Ueda,2022,"ApJ 930, 56",AAS/IOP,green-oa,2203.16236,2022ApJ...930...56U,arxiv-preprint-figure,,not-needed
cx-tau,cx-tau_sphere-taurus,images/cx-tau/cx-tau_sphere-taurus.png,Garufi,2024,"A&A 685, A53",EDP Sciences,hybrid,2403.02158,2024A&A...685A..53G,arxiv-preprint-figure,,not-needed
cx-tau,cx-tau_alma2019,images/cx-tau/cx-tau_alma2019.png,Facchini,2019,"A&A 626, L2",EDP Sciences,hybrid,1905.09204,2019A&A...626L...2F,arxiv-preprint-figure,,not-needed
cy-tau,cy-tau_sphere-taurus,images/cy-tau/cy-tau_sphere-taurus.png,Garufi,2024,"A&A 685, A53",EDP Sciences,hybrid,2403.02158,2024A&A...685A..53G,arxiv-preprint-figure,,not-needed
cy-tau,cy-tau_alice-f110w,images/cy-tau/cy-tau_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
cy-tau,cy-tau_sphere-ks-qphi,images/cy-tau/cy-tau_sphere-ks-qphi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
cy-tau,cy-tau_carma-1.3mm,images/cy-tau/cy-tau_carma-1.3mm.png,Perez,2015,"ApJ 813, 41",AAS/IOP,green-oa,1509.07520,2015ApJ...813...41P,arxiv-preprint-figure,,not-needed
cy-tau,cy-tau_carma-2.8mm,images/cy-tau/cy-tau_carma-2.8mm.png,Perez,2015,"ApJ 813, 41",AAS/IOP,green-oa,1509.07520,2015ApJ...813...41P,arxiv-preprint-figure,,not-needed
cy-tau,cy-tau_vla-7.1mm,images/cy-tau/cy-tau_vla-7.1mm.png,Perez,2015,"ApJ 813, 41",AAS/IOP,green-oa,1509.07520,2015ApJ...813...41P,arxiv-preprint-figure,,not-needed
